I,II,RESP,SCG,timestamp
0.11,0.119,0.45,-0.122,0.28180000000003247
0.111,0.12,0.45,-0.122,0.28199999999998226
0.113,0.12,0.45,-0.122,0.2821999999999889
0.114,0.121,0.45,-0.122,0.28239999999999554
0.114,0.121,0.451,-0.122,0.2826000000000022
0.115,0.122,0.451,-0.122,0.2828000000000088
0.116,0.122,0.451,-0.091,0.28300000000001546
0.117,0.123,0.452,-0.091,0.2832000000000221
0.118,0.123,0.452,-0.091,0.28340000000002874
0.119,0.124,0.452,-0.091,0.2836000000000354
0.12,0.124,0.452,-0.091,0.2837999999999852
0.121,0.125,0.453,-0.091,0.2839999999999918
0.122,0.125,0.453,-0.091,0.28419999999999845
0.123,0.126,0.453,-0.091,0.2844000000000051
0.124,0.126,0.453,-0.091,0.28460000000001173
0.124,0.127,0.454,-0.091,0.28480000000001837
0.125,0.127,0.454,-0.091,0.285000000000025
0.126,0.128,0.454,-0.091,0.28520000000003165
0.127,0.128,0.454,-0.061,0.28539999999998145
0.127,0.128,0.455,-0.061,0.2855999999999881
0.128,0.129,0.455,-0.03,0.2857999999999947
0.128,0.129,0.455,-0.03,0.28600000000000136
0.129,0.13,0.456,-0.03,0.286200000000008
0.13,0.13,0.456,0.0,0.28640000000001464
0.131,0.131,0.456,0.0,0.2866000000000213
0.131,0.131,0.457,-0.03,0.2868000000000279
0.132,0.132,0.457,-0.03,0.28700000000003456
0.132,0.132,0.457,-0.03,0.28719999999998436
0.133,0.133,0.457,-0.03,0.287399999999991
0.133,0.133,0.457,-0.061,0.28759999999999764
0.134,0.134,0.458,-0.061,0.2878000000000043
0.134,0.134,0.458,-0.061,0.2880000000000109
0.134,0.134,0.458,-0.03,0.28820000000001755
0.135,0.135,0.459,-0.03,0.2884000000000242
0.135,0.135,0.459,-0.03,0.28860000000003083
0.136,0.136,0.459,0.0,0.28880000000003747
0.136,0.136,0.459,0.0,0.28899999999998727
0.136,0.136,0.46,0.03,0.2891999999999939
0.137,0.137,0.46,0.03,0.28940000000000055
0.137,0.137,0.46,0.03,0.2896000000000072
0.138,0.138,0.461,0.03,0.2898000000000138
0.138,0.138,0.461,0.061,0.29000000000002046
0.138,0.139,0.461,0.061,0.2902000000000271
0.139,0.139,0.461,0.061,0.29040000000003374
0.139,0.139,0.462,0.061,0.29059999999998354
0.139,0.14,0.462,0.091,0.2907999999999902
0.14,0.14,0.462,0.091,0.2909999999999968
0.14,0.14,0.463,0.091,0.29120000000000346
0.141,0.141,0.463,0.122,0.2914000000000101
0.141,0.141,0.463,0.122,0.29160000000001673
0.141,0.142,0.463,0.122,0.2918000000000234
0.142,0.142,0.464,0.153,0.29200000000003
0.142,0.143,0.464,0.153,0.29220000000003665
0.143,0.143,0.464,0.153,0.29239999999998645
0.143,0.143,0.464,0.183,0.2925999999999931
0.143,0.143,0.465,0.183,0.2927999999999997
0.144,0.144,0.465,0.183,0.29300000000000637
0.144,0.144,0.465,0.183,0.293200000000013
0.144,0.145,0.466,0.214,0.29340000000001965
0.145,0.145,0.466,0.214,0.2936000000000263
0.145,0.145,0.466,0.214,0.2938000000000329
0.145,0.146,0.466,0.214,0.2939999999999827
0.146,0.146,0.467,0.214,0.29419999999998936
0.146,0.146,0.467,0.214,0.294399999999996
0.146,0.146,0.467,0.214,0.29460000000000264
0.146,0.147,0.468,0.214,0.2948000000000093
0.146,0.147,0.468,0.214,0.2950000000000159
0.147,0.148,0.468,0.214,0.29520000000002256
0.147,0.148,0.468,0.214,0.2954000000000292
0.147,0.148,0.469,0.214,0.29560000000003583
0.147,0.149,0.469,0.183,0.29579999999998563
0.148,0.149,0.469,0.183,0.29599999999999227
0.148,0.149,0.47,0.183,0.2961999999999989
0.148,0.15,0.47,0.183,0.29640000000000555
0.149,0.15,0.47,0.183,0.2966000000000122
0.149,0.15,0.47,0.183,0.2968000000000188
0.149,0.15,0.471,0.183,0.29700000000002547
0.15,0.151,0.471,0.183,0.2972000000000321
0.15,0.151,0.471,0.183,0.2973999999999819
0.15,0.151,0.472,0.183,0.29759999999998854
0.151,0.151,0.472,0.183,0.2977999999999952
0.151,0.152,0.472,0.183,0.2980000000000018
0.152,0.152,0.472,0.183,0.29820000000000846
0.152,0.152,0.473,0.183,0.2984000000000151
0.153,0.153,0.473,0.214,0.29860000000002174
0.153,0.153,0.473,0.214,0.2988000000000284
0.154,0.153,0.474,0.214,0.299000000000035
0.154,0.154,0.474,0.244,0.2991999999999848
0.155,0.154,0.474,0.244,0.29939999999999145
0.155,0.154,0.474,0.244,0.2995999999999981
0.156,0.154,0.475,0.275,0.29980000000000473
0.157,0.155,0.475,0.275,0.30000000000001137
0.157,0.155,0.475,0.275,0.300200000000018
0.158,0.155,0.475,0.305,0.30040000000002465
0.158,0.156,0.476,0.305,0.3006000000000313
0.159,0.156,0.476,0.305,0.3007999999999811
0.16,0.156,0.476,0.305,0.3009999999999877
0.16,0.157,0.477,0.336,0.30119999999999436
0.161,0.157,0.477,0.336,0.301400000000001
0.161,0.157,0.477,0.336,0.30160000000000764
0.162,0.157,0.478,0.336,0.3018000000000143
0.163,0.157,0.478,0.336,0.3020000000000209
0.164,0.158,0.478,0.336,0.30220000000002756
0.164,0.158,0.478,0.366,0.3024000000000342
0.165,0.158,0.479,0.366,0.302599999999984
0.165,0.159,0.479,0.366,0.30279999999999063
0.166,0.159,0.479,0.366,0.30299999999999727
0.167,0.159,0.479,0.366,0.3032000000000039
0.167,0.159,0.48,0.366,0.30340000000001055
0.168,0.16,0.48,0.366,0.3036000000000172
0.169,0.16,0.48,0.366,0.30380000000002383
0.169,0.16,0.481,0.366,0.30400000000003047
0.17,0.16,0.481,0.366,0.3042000000000371
0.171,0.161,0.481,0.366,0.3043999999999869
0.171,0.161,0.482,0.366,0.30459999999999354
0.172,0.161,0.482,0.366,0.3048000000000002
0.173,0.161,0.482,0.366,0.3050000000000068
0.173,0.161,0.482,0.397,0.30520000000001346
0.174,0.161,0.482,0.397,0.3054000000000201
0.175,0.162,0.483,0.427,0.30560000000002674
0.175,0.162,0.483,0.427,0.3058000000000334
0.176,0.162,0.483,0.458,0.3059999999999832
0.177,0.162,0.484,0.458,0.3061999999999898
0.178,0.162,0.484,0.488,0.30639999999999645
0.178,0.163,0.484,0.488,0.3066000000000031
0.179,0.163,0.485,0.519,0.30680000000000973
0.179,0.163,0.485,0.519,0.30700000000001637
0.18,0.163,0.485,0.519,0.307200000000023
0.181,0.163,0.485,0.549,0.30740000000002965
0.182,0.163,0.486,0.549,0.3076000000000363
0.182,0.163,0.486,0.549,0.3077999999999861
0.183,0.163,0.486,0.549,0.3079999999999927
0.184,0.163,0.486,0.549,0.30819999999999936
0.185,0.164,0.487,0.58,0.308400000000006
0.185,0.164,0.487,0.58,0.30860000000001264
0.186,0.164,0.487,0.58,0.3088000000000193
0.187,0.164,0.488,0.58,0.3090000000000259
0.187,0.164,0.488,0.61,0.30920000000003256
0.188,0.164,0.488,0.61,0.30939999999998236
0.189,0.164,0.488,0.641,0.309599999999989
0.19,0.164,0.489,0.641,0.30979999999999563
0.19,0.164,0.489,0.641,0.3100000000000023
0.191,0.164,0.489,0.671,0.3102000000000089
0.192,0.164,0.489,0.671,0.31040000000001555
0.192,0.164,0.49,0.671,0.3106000000000222
0.193,0.164,0.49,0.702,0.31080000000002883
0.193,0.164,0.49,0.702,0.31100000000003547
0.194,0.164,0.491,0.671,0.31119999999998527
0.195,0.164,0.491,0.671,0.3113999999999919
0.196,0.164,0.491,0.671,0.31159999999999854
0.196,0.164,0.491,0.641,0.3118000000000052
0.197,0.164,0.492,0.641,0.3120000000000118
0.197,0.164,0.492,0.61,0.31220000000001846
0.198,0.164,0.492,0.61,0.3124000000000251
0.199,0.164,0.493,0.58,0.31260000000003174
0.2,0.165,0.493,0.58,0.31279999999998154
0.2,0.165,0.493,0.549,0.3129999999999882
0.201,0.165,0.493,0.549,0.3131999999999948
0.201,0.165,0.494,0.519,0.31340000000000146
0.202,0.165,0.494,0.488,0.3136000000000081
0.202,0.165,0.494,0.488,0.31380000000001473
0.203,0.165,0.494,0.458,0.3140000000000214
0.203,0.165,0.495,0.458,0.314200000000028
0.204,0.165,0.495,0.427,0.31440000000003465
0.204,0.165,0.495,0.427,0.31459999999998445
0.205,0.165,0.496,0.427,0.3147999999999911
0.205,0.165,0.496,0.427,0.3149999999999977
0.206,0.165,0.496,0.427,0.31520000000000437
0.206,0.165,0.496,0.427,0.315400000000011
0.206,0.165,0.497,0.427,0.31560000000001764
0.207,0.165,0.497,0.427,0.3158000000000243
0.207,0.165,0.497,0.427,0.3160000000000309
0.207,0.165,0.497,0.427,0.3161999999999807
0.208,0.165,0.498,0.427,0.31639999999998736
0.208,0.165,0.498,0.427,0.316599999999994
0.208,0.165,0.498,0.458,0.31680000000000064
0.208,0.165,0.498,0.458,0.3170000000000073
0.208,0.165,0.499,0.458,0.3172000000000139
0.208,0.165,0.499,0.458,0.31740000000002055
0.209,0.165,0.499,0.458,0.3176000000000272
0.209,0.165,0.5,0.488,0.31780000000003383
0.209,0.165,0.5,0.488,0.31799999999998363
0.209,0.165,0.5,0.488,0.31819999999999027
0.209,0.165,0.5,0.488,0.3183999999999969
0.209,0.165,0.5,0.519,0.31860000000000355
0.209,0.165,0.501,0.519,0.3188000000000102
0.209,0.165,0.501,0.519,0.3190000000000168
0.209,0.165,0.501,0.488,0.31920000000002346
0.209,0.165,0.502,0.488,0.3194000000000301
0.209,0.165,0.502,0.488,0.31960000000003674
0.209,0.165,0.502,0.488,0.31979999999998654
0.209,0.165,0.502,0.488,0.3199999999999932
0.209,0.165,0.503,0.488,0.3201999999999998
0.209,0.165,0.503,0.488,0.32040000000000646
0.209,0.166,0.503,0.458,0.3206000000000131
0.209,0.166,0.504,0.458,0.32080000000001974
0.209,0.166,0.504,0.427,0.3210000000000264
0.209,0.166,0.504,0.427,0.321200000000033
0.209,0.166,0.504,0.397,0.3213999999999828
0.208,0.166,0.504,0.397,0.32159999999998945
0.208,0.166,0.505,0.366,0.3217999999999961
0.208,0.166,0.505,0.366,0.32200000000000273
0.208,0.166,0.505,0.336,0.32220000000000937
0.208,0.166,0.506,0.336,0.322400000000016
0.208,0.166,0.506,0.305,0.32260000000002265
0.207,0.166,0.506,0.275,0.3228000000000293
0.207,0.166,0.506,0.275,0.3230000000000359
0.207,0.166,0.507,0.244,0.3231999999999857
0.207,0.167,0.507,0.244,0.32339999999999236
0.206,0.167,0.507,0.214,0.323599999999999
0.206,0.167,0.507,0.214,0.32380000000000564
0.206,0.167,0.507,0.214,0.3240000000000123
0.205,0.167,0.508,0.183,0.3242000000000189
0.205,0.167,0.508,0.183,0.32440000000002556
0.205,0.167,0.508,0.183,0.3246000000000322
0.204,0.167,0.509,0.183,0.324799999999982
0.204,0.167,0.509,0.183,0.32499999999998863
0.204,0.167,0.509,0.183,0.32519999999999527
0.203,0.167,0.509,0.183,0.3254000000000019
0.203,0.167,0.51,0.183,0.32560000000000855
0.203,0.167,0.51,0.183,0.3258000000000152
0.202,0.167,0.51,0.214,0.32600000000002183
0.202,0.167,0.511,0.214,0.32620000000002847
0.201,0.167,0.511,0.214,0.3264000000000351
0.201,0.167,0.511,0.214,0.3265999999999849
0.201,0.167,0.511,0.214,0.32679999999999154
0.201,0.167,0.511,0.214,0.3269999999999982
0.2,0.167,0.512,0.244,0.3272000000000048
0.2,0.167,0.512,0.244,0.32740000000001146
0.199,0.167,0.512,0.244,0.3276000000000181
0.199,0.167,0.512,0.244,0.32780000000002474
0.199,0.167,0.513,0.214,0.3280000000000314
0.198,0.167,0.513,0.214,0.3281999999999812
0.198,0.167,0.513,0.183,0.3283999999999878
0.197,0.167,0.514,0.183,0.32859999999999445
0.197,0.166,0.514,0.153,0.3288000000000011
0.197,0.166,0.514,0.122,0.32900000000000773
0.197,0.166,0.514,0.091,0.32920000000001437
0.196,0.166,0.515,0.061,0.329400000000021
0.196,0.166,0.515,0.03,0.32960000000002765
0.195,0.166,0.515,-0.03,0.3298000000000343
0.195,0.166,0.515,-0.061,0.3299999999999841
0.195,0.165,0.515,-0.091,0.3301999999999907
0.194,0.165,0.516,-0.122,0.33039999999999736
0.194,0.165,0.516,-0.153,0.330600000000004
0.193,0.165,0.516,-0.183,0.33080000000001064
0.193,0.165,0.516,-0.183,0.3310000000000173
0.193,0.165,0.517,-0.214,0.3312000000000239
0.192,0.164,0.517,-0.244,0.33140000000003056
0.192,0.164,0.517,-0.275,0.3316000000000372
0.191,0.164,0.517,-0.305,0.331799999999987
0.191,0.163,0.518,-0.305,0.33199999999999363
0.19,0.163,0.518,-0.336,0.3322000000000003
0.19,0.163,0.518,-0.366,0.3324000000000069
0.19,0.162,0.518,-0.397,0.33260000000001355
0.189,0.162,0.518,-0.427,0.3328000000000202
0.189,0.162,0.519,-0.427,0.33300000000002683
0.188,0.161,0.519,-0.458,0.33320000000003347
0.188,0.161,0.519,-0.488,0.33339999999998327
0.187,0.16,0.52,-0.519,0.3335999999999899
0.186,0.16,0.52,-0.549,0.33379999999999654
0.186,0.159,0.52,-0.549,0.3340000000000032
0.186,0.159,0.52,-0.58,0.3342000000000098
0.185,0.158,0.521,-0.58,0.33440000000001646
0.184,0.158,0.521,-0.61,0.3346000000000231
0.184,0.157,0.521,-0.61,0.33480000000002974
0.183,0.157,0.521,-0.61,0.3350000000000364
0.182,0.157,0.522,-0.61,0.3351999999999862
0.182,0.156,0.522,-0.641,0.3353999999999928
0.181,0.155,0.522,-0.641,0.33559999999999945
0.181,0.155,0.522,-0.641,0.3358000000000061
0.18,0.154,0.522,-0.641,0.33600000000001273
0.179,0.154,0.523,-0.641,0.33620000000001937
0.179,0.153,0.523,-0.641,0.336400000000026
0.178,0.153,0.523,-0.641,0.33660000000003265
0.178,0.152,0.523,-0.641,0.33679999999998245
0.177,0.152,0.524,-0.61,0.3369999999999891
0.176,0.151,0.524,-0.61,0.3371999999999957
0.176,0.151,0.524,-0.61,0.33740000000000236
0.175,0.15,0.524,-0.61,0.337600000000009
0.174,0.15,0.525,-0.641,0.33780000000001564
0.174,0.149,0.525,-0.641,0.3380000000000223
0.173,0.149,0.525,-0.671,0.3382000000000289
0.172,0.148,0.525,-0.702,0.33840000000003556
0.172,0.148,0.526,-0.733,0.33859999999998536
0.171,0.147,0.526,-0.763,0.338799999999992
0.17,0.147,0.526,-0.793,0.33899999999999864
0.169,0.146,0.526,-0.824,0.3392000000000053
0.169,0.146,0.526,-0.854,0.3394000000000119
0.168,0.145,0.527,-0.885,0.33960000000001855
0.167,0.145,0.527,-0.916,0.3398000000000252
0.166,0.144,0.527,-0.946,0.34000000000003183
0.165,0.144,0.527,-0.977,0.34019999999998163
0.165,0.143,0.528,-1.007,0.34039999999998827
0.164,0.143,0.528,-1.038,0.3405999999999949
0.163,0.142,0.528,-1.068,0.34080000000000155
0.162,0.141,0.528,-1.099,0.3410000000000082
0.161,0.141,0.529,-1.129,0.3412000000000148
0.16,0.14,0.529,-1.16,0.34140000000002146
0.159,0.139,0.529,-1.19,0.3416000000000281
0.158,0.139,0.529,-1.19,0.34180000000003474
0.157,0.138,0.529,-1.221,0.34199999999998454
0.157,0.138,0.529,-1.251,0.3421999999999912
0.156,0.137,0.53,-1.282,0.3423999999999978
0.154,0.136,0.53,-1.312,0.34260000000000446
0.154,0.136,0.53,-1.343,0.3428000000000111
0.153,0.135,0.53,-1.373,0.34300000000001774
0.151,0.134,0.531,-1.373,0.3432000000000244
0.15,0.133,0.531,-1.404,0.343400000000031
0.149,0.133,0.531,-1.404,0.3435999999999808
0.148,0.132,0.531,-1.434,0.34379999999998745
0.147,0.131,0.532,-1.434,0.3439999999999941
0.146,0.131,0.532,-1.404,0.3442000000000007
0.145,0.13,0.532,-1.404,0.34440000000000737
0.144,0.129,0.532,-1.404,0.344600000000014
0.143,0.128,0.533,-1.373,0.34480000000002065
0.142,0.128,0.533,-1.373,0.3450000000000273
0.141,0.127,0.533,-1.373,0.3452000000000339
0.139,0.126,0.533,-1.373,0.3453999999999837
0.138,0.125,0.533,-1.373,0.34559999999999036
0.137,0.125,0.534,-1.373,0.345799999999997
0.136,0.124,0.534,-1.373,0.34600000000000364
0.135,0.123,0.534,-1.373,0.3462000000000103
0.134,0.122,0.534,-1.373,0.3464000000000169
0.132,0.122,0.534,-1.373,0.34660000000002356
0.131,0.121,0.535,-1.373,0.3468000000000302
0.13,0.12,0.535,-1.373,0.34700000000003683
0.129,0.12,0.535,-1.373,0.34719999999998663
0.128,0.119,0.535,-1.404,0.34739999999999327
0.126,0.118,0.536,-1.404,0.3475999999999999
0.125,0.117,0.536,-1.434,0.34780000000000655
0.124,0.117,0.536,-1.434,0.3480000000000132
0.122,0.116,0.536,-1.465,0.3482000000000198
0.121,0.115,0.537,-1.465,0.34840000000002647
0.12,0.114,0.537,-1.496,0.3486000000000331
0.119,0.114,0.537,-1.526,0.3487999999999829
0.117,0.113,0.537,-1.556,0.34899999999998954
0.116,0.112,0.537,-1.587,0.3491999999999962
0.115,0.111,0.537,-1.587,0.3494000000000028
0.114,0.11,0.538,-1.617,0.34960000000000946
0.113,0.11,0.538,-1.648,0.3498000000000161
0.112,0.109,0.538,-1.678,0.35000000000002274
0.11,0.108,0.538,-1.678,0.3502000000000294
0.109,0.108,0.539,-1.709,0.350400000000036
0.108,0.107,0.539,-1.709,0.3505999999999858
0.107,0.106,0.539,-1.709,0.35079999999999245
0.106,0.105,0.539,-1.709,0.3509999999999991
0.105,0.104,0.539,-1.709,0.35120000000000573
0.104,0.103,0.54,-1.709,0.35140000000001237
0.103,0.103,0.54,-1.709,0.351600000000019
0.102,0.102,0.54,-1.709,0.35180000000002565
0.1,0.101,0.54,-1.709,0.3520000000000323
0.099,0.1,0.54,-1.74,0.3521999999999821
0.098,0.099,0.54,-1.74,0.3523999999999887
0.097,0.098,0.541,-1.77,0.35259999999999536
0.096,0.097,0.541,-1.77,0.352800000000002
0.095,0.096,0.541,-1.801,0.35300000000000864
0.094,0.096,0.541,-1.801,0.3532000000000153
0.093,0.095,0.542,-1.801,0.3534000000000219
0.092,0.094,0.542,-1.801,0.35360000000002856
0.091,0.093,0.542,-1.801,0.3538000000000352
0.09,0.092,0.542,-1.801,0.353999999999985
0.089,0.091,0.542,-1.801,0.35419999999999163
0.088,0.09,0.543,-1.801,0.35439999999999827
0.086,0.089,0.543,-1.77,0.3546000000000049
0.085,0.088,0.543,-1.77,0.35480000000001155
0.084,0.087,0.543,-1.77,0.3550000000000182
0.083,0.086,0.544,-1.74,0.35520000000002483
0.082,0.085,0.544,-1.74,0.35540000000003147
0.081,0.084,0.544,-1.709,0.35559999999998126
0.08,0.083,0.544,-1.709,0.3557999999999879
0.078,0.082,0.544,-1.678,0.35599999999999454
0.078,0.081,0.544,-1.678,0.3562000000000012
0.076,0.08,0.545,-1.648,0.3564000000000078
0.075,0.079,0.545,-1.648,0.35660000000001446
0.074,0.078,0.545,-1.648,0.3568000000000211
0.073,0.077,0.545,-1.617,0.35700000000002774
0.072,0.075,0.545,-1.617,0.3572000000000344
0.071,0.074,0.546,-1.617,0.3573999999999842
0.069,0.073,0.546,-1.617,0.3575999999999908
0.068,0.072,0.546,-1.617,0.35779999999999745
0.067,0.071,0.546,-1.617,0.3580000000000041
0.066,0.07,0.546,-1.587,0.35820000000001073
0.064,0.069,0.547,-1.587,0.35840000000001737
0.063,0.068,0.547,-1.587,0.358600000000024
0.062,0.067,0.547,-1.587,0.35880000000003065
0.061,0.066,0.547,-1.556,0.3590000000000373
0.06,0.065,0.547,-1.556,0.3591999999999871
0.058,0.063,0.547,-1.556,0.3593999999999937
0.057,0.063,0.548,-1.526,0.35960000000000036
0.056,0.061,0.548,-1.526,0.359800000000007
0.055,0.06,0.548,-1.526,0.36000000000001364
0.053,0.059,0.548,-1.526,0.3602000000000203
0.052,0.058,0.548,-1.526,0.3604000000000269
0.051,0.057,0.549,-1.526,0.36060000000003356
0.049,0.056,0.549,-1.526,0.36079999999998336
0.048,0.055,0.549,-1.526,0.36099999999999
0.047,0.054,0.549,-1.556,0.36119999999999663
0.045,0.052,0.549,-1.556,0.3614000000000033
0.044,0.051,0.55,-1.556,0.3616000000000099
0.043,0.05,0.55,-1.556,0.36180000000001655
0.041,0.049,0.55,-1.587,0.3620000000000232
0.04,0.048,0.55,-1.587,0.36220000000002983
0.039,0.047,0.55,-1.587,0.36240000000003647
0.037,0.046,0.551,-1.587,0.36259999999998627
0.036,0.045,0.551,-1.587,0.3627999999999929
0.034,0.044,0.551,-1.617,0.36299999999999955
0.033,0.042,0.551,-1.617,0.3632000000000062
0.032,0.041,0.551,-1.617,0.3634000000000128
0.031,0.04,0.551,-1.617,0.36360000000001946
0.029,0.039,0.552,-1.587,0.3638000000000261
0.028,0.038,0.552,-1.587,0.36400000000003274
0.026,0.037,0.552,-1.587,0.36419999999998254
0.025,0.036,0.552,-1.587,0.3643999999999892
0.024,0.034,0.552,-1.556,0.3645999999999958
0.022,0.034,0.553,-1.556,0.36480000000000246
0.021,0.032,0.553,-1.556,0.3650000000000091
0.02,0.031,0.553,-1.526,0.36520000000001573
0.018,0.03,0.553,-1.526,0.3654000000000224
0.016,0.029,0.553,-1.496,0.365600000000029
0.015,0.028,0.554,-1.496,0.36580000000003565
0.014,0.027,0.554,-1.496,0.36599999999998545
0.013,0.026,0.554,-1.465,0.3661999999999921
0.011,0.025,0.554,-1.465,0.3663999999999987
0.01,0.024,0.554,-1.434,0.36660000000000537
0.008,0.023,0.554,-1.434,0.366800000000012
0.007,0.022,0.555,-1.404,0.36700000000001864
0.006,0.021,0.555,-1.404,0.3672000000000253
0.004,0.02,0.555,-1.373,0.3674000000000319
0.003,0.019,0.555,-1.343,0.3675999999999817
0.001,0.017,0.555,-1.343,0.36779999999998836
0.0,0.016,0.555,-1.312,0.367999999999995
-0.002,0.016,0.555,-1.282,0.36820000000000164
-0.003,0.014,0.556,-1.251,0.3684000000000083
-0.004,0.013,0.556,-1.221,0.3686000000000149
-0.005,0.013,0.556,-1.221,0.36880000000002156
-0.007,0.012,0.556,-1.19,0.3690000000000282
-0.008,0.01,0.556,-1.16,0.36920000000003483
-0.009,0.009,0.557,-1.129,0.36939999999998463
-0.011,0.009,0.557,-1.099,0.36959999999999127
-0.012,0.008,0.557,-1.068,0.3697999999999979
-0.013,0.007,0.557,-1.038,0.37000000000000455
-0.015,0.006,0.557,-1.038,0.3702000000000112
-0.016,0.005,0.558,-1.007,0.3704000000000178
-0.017,0.004,0.558,-1.007,0.37060000000002447
-0.018,0.003,0.558,-1.007,0.3708000000000311
-0.019,0.002,0.558,-0.977,0.3709999999999809
-0.02,0.001,0.558,-0.977,0.37119999999998754
-0.022,0.0,0.558,-0.977,0.3713999999999942
-0.023,-0.0,0.558,-0.946,0.3716000000000008
-0.024,-0.001,0.558,-0.946,0.37180000000000746
-0.025,-0.002,0.559,-0.916,0.3720000000000141
-0.026,-0.003,0.559,-0.916,0.37220000000002074
-0.027,-0.004,0.559,-0.885,0.3724000000000274
-0.028,-0.005,0.559,-0.885,0.372600000000034
-0.029,-0.005,0.559,-0.854,0.3727999999999838
-0.03,-0.006,0.56,-0.854,0.37299999999999045
-0.031,-0.007,0.56,-0.854,0.3731999999999971
-0.032,-0.008,0.56,-0.824,0.37340000000000373
-0.033,-0.009,0.56,-0.793,0.37360000000001037
-0.034,-0.009,0.56,-0.793,0.373800000000017
-0.035,-0.01,0.56,-0.763,0.37400000000002365
-0.036,-0.011,0.561,-0.733,0.3742000000000303
-0.038,-0.012,0.561,-0.702,0.3744000000000369
-0.038,-0.013,0.561,-0.671,0.3745999999999867
-0.04,-0.013,0.561,-0.641,0.37479999999999336
-0.041,-0.014,0.561,-0.641,0.375
-0.041,-0.015,0.562,-0.61,0.37520000000000664
-0.042,-0.016,0.562,-0.61,0.3754000000000133
-0.043,-0.016,0.562,-0.58,0.3756000000000199
-0.044,-0.017,0.562,-0.58,0.37580000000002656
-0.045,-0.018,0.562,-0.58,0.3760000000000332
-0.046,-0.019,0.562,-0.58,0.376199999999983
-0.047,-0.019,0.562,-0.58,0.37639999999998963
-0.048,-0.02,0.562,-0.58,0.37659999999999627
-0.049,-0.021,0.563,-0.58,0.3768000000000029
-0.05,-0.021,0.563,-0.58,0.37700000000000955
-0.05,-0.022,0.563,-0.58,0.3772000000000162
-0.051,-0.023,0.563,-0.58,0.37740000000002283
-0.052,-0.023,0.563,-0.58,0.37760000000002947
-0.053,-0.024,0.563,-0.58,0.3778000000000361
-0.054,-0.025,0.564,-0.58,0.3779999999999859
-0.054,-0.025,0.564,-0.58,0.37819999999999254
-0.055,-0.026,0.564,-0.61,0.3783999999999992
-0.056,-0.027,0.564,-0.61,0.3786000000000058
-0.057,-0.027,0.564,-0.61,0.37880000000001246
-0.057,-0.028,0.564,-0.61,0.3790000000000191
-0.058,-0.028,0.565,-0.61,0.37920000000002574
-0.059,-0.029,0.565,-0.61,0.3794000000000324
-0.059,-0.03,0.565,-0.61,0.3795999999999822
-0.06,-0.031,0.565,-0.58,0.3797999999999888
-0.061,-0.031,0.565,-0.58,0.37999999999999545
-0.062,-0.032,0.565,-0.549,0.3802000000000021
-0.062,-0.032,0.565,-0.519,0.38040000000000873
-0.063,-0.033,0.565,-0.488,0.38060000000001537
-0.063,-0.034,0.566,-0.488,0.380800000000022
-0.064,-0.034,0.566,-0.458,0.38100000000002865
-0.065,-0.035,0.566,-0.427,0.3812000000000353
-0.065,-0.036,0.566,-0.397,0.3813999999999851
-0.066,-0.036,0.566,-0.366,0.3815999999999917
-0.067,-0.037,0.566,-0.336,0.38179999999999836
-0.067,-0.038,0.567,-0.305,0.382000000000005
-0.068,-0.038,0.567,-0.275,0.38220000000001164
-0.068,-0.039,0.567,-0.244,0.3824000000000183
-0.069,-0.04,0.567,-0.214,0.3826000000000249
-0.07,-0.04,0.567,-0.183,0.38280000000003156
-0.07,-0.041,0.567,-0.153,0.38299999999998136
-0.071,-0.041,0.568,-0.122,0.383199999999988
-0.071,-0.042,0.568,-0.091,0.38339999999999463
-0.072,-0.043,0.568,-0.061,0.3836000000000013
-0.073,-0.043,0.568,-0.061,0.3838000000000079
-0.073,-0.044,0.568,-0.03,0.38400000000001455
-0.074,-0.045,0.568,0.0,0.3842000000000212
-0.074,-0.045,0.569,0.0,0.38440000000002783
-0.075,-0.046,0.569,0.03,0.38460000000003447
-0.075,-0.046,0.569,0.061,0.38479999999998427
-0.076,-0.047,0.569,0.091,0.3849999999999909
-0.077,-0.048,0.569,0.091,0.38519999999999754
-0.077,-0.048,0.569,0.091,0.3854000000000042
-0.078,-0.049,0.569,0.122,0.3856000000000108
-0.078,-0.049,0.569,0.122,0.38580000000001746
-0.079,-0.05,0.569,0.153,0.3860000000000241
-0.08,-0.051,0.57,0.153,0.38620000000003074
-0.08,-0.051,0.57,0.153,0.3864000000000374
-0.081,-0.052,0.57,0.153,0.3865999999999872
-0.081,-0.052,0.57,0.153,0.3867999999999938
-0.082,-0.053,0.57,0.153,0.38700000000000045
-0.083,-0.054,0.57,0.153,0.3872000000000071
-0.083,-0.054,0.571,0.183,0.38740000000001373
-0.084,-0.055,0.571,0.183,0.3876000000000204
-0.085,-0.056,0.571,0.214,0.387800000000027
-0.085,-0.056,0.571,0.214,0.38800000000003365
-0.086,-0.057,0.571,0.244,0.38819999999998345
-0.086,-0.057,0.571,0.275,0.3883999999999901
-0.087,-0.058,0.571,0.275,0.3885999999999967
-0.087,-0.058,0.572,0.305,0.38880000000000337
-0.088,-0.059,0.572,0.336,0.38900000000001
-0.088,-0.06,0.572,0.366,0.38920000000001664
-0.089,-0.06,0.572,0.397,0.3894000000000233
-0.089,-0.061,0.572,0.427,0.3896000000000299
-0.09,-0.061,0.572,0.427,0.38980000000003656
